
Title,Date
"Good Girls: Temporada 1: Verão do tubarão","17/07/2018"
"Good Girls: Temporada 1: Desligamento","17/07/2018"
"Good Girls: Temporada 1: Molho especial","16/07/2018"
"Good Girls: Temporada 1: A vista de cima","16/07/2018"
"Good Girls: Temporada 1: Resolvendo negócios","16/07/2018"
"Good Girls: Temporada 1: Bomba atômica","16/07/2018"
"Good Girls: Temporada 1: Divisa","16/07/2018"
"Good Girls: Temporada 1: Mais grana, mais problemas","16/07/2018"
"Good Girls: Temporada 1: Piloto","15/07/2018"
"The Good Place: Temporada 2: Para outro lugar","15/07/2018"
"The Good Place: Temporada 2: O burrito","15/07/2018"
"The Good Place: Temporada 2: Rhonda, Diana, Jake e Trent","15/07/2018"
"The Good Place: Temporada 2: Minha melhor versão","15/07/2018"
"The Good Place: Temporada 2: Salto na fé","14/07/2018"
"The Good Place: Temporada 2: Derek","13/07/2018"
"The Good Place: Temporada 2: Janet e Michael","13/07/2018"
"The Good Place: Temporada 2: O dilema do bonde","13/07/2018"
"The Good Place: Temporada 2: Crise existencial","13/07/2018"
"The Good Place: Temporada 2: Time Barata","13/07/2018"
"The Good Place: Temporada 2: Resolução da Dança","12/07/2018"
"The Good Place: Temporada 2: Está tudo ótimo!","12/07/2018"
"The Good Place: Temporada 1: O plano de Michael","12/07/2018"
"The Good Place: Temporada 1: Mindy St. Claire","12/07/2018"
"The Good Place: Temporada 1: Qual é a minha motivação","12/07/2018"
"The Good Place: Temporada 1: A escolha de Chidi","12/07/2018"
"The Good Place: Temporada 1: ...um membro como eu","12/07/2018"
"The Good Place: Temporada 1: Jogador que melhorou mais","12/07/2018"
"The Good Place: Temporada 1: O grito eterno","12/07/2018"
"The Good Place: Temporada 1: O que Devemos Uns aos Outros","12/07/2018"
"The Good Place: Temporada 1: Crise de emergência do juízo final","12/07/2018"
"The Good Place: Temporada 1: Jason Mendoza","12/07/2018"
"The Good Place: Temporada 1: Tahani Al-Jamil","12/07/2018"
"The Good Place: Temporada 1: Voar","12/07/2018"
"The Good Place: Temporada 1: Tudo está bem","12/07/2018"
"Marlon: Temporada 1: Um Marlon comportado","11/07/2018"
"Love: Temporada 1: O começo","11/07/2018"
"Santa Clarita Diet: Temporada 2: Palavra de pânico","10/07/2018"
"Santa Clarita Diet: Temporada 2: Objetos suspeitos","10/07/2018"
"Santa Clarita Diet: Temporada 2: Cavalete e pintura de guerra","10/07/2018"
"Santa Clarita Diet: Temporada 2: Mudando de ideia","10/07/2018"
"Santa Clarita Diet: Temporada 2: Paixão","10/07/2018"
"Santa Clarita Diet: Temporada 2: Com premeditação","10/07/2018"
"Santa Clarita Diet: Temporada 2: Rainha da Inglaterra","09/07/2018"
"Santa Clarita Diet: Temporada 2: Moral incomum","09/07/2018"
"Santa Clarita Diet: Temporada 2: Coiote com calça de ioga","09/07/2018"
"Santa Clarita Diet: Temporada 2: Nenhuma família é perfeita","09/07/2018"
"Santa Clarita Diet: Temporada 1: Baka, bile e tacos de beisebol","09/07/2018"
"Santa Clarita Diet: Temporada 1: O livro!","09/07/2018"
"Santa Clarita Diet: Temporada 1: Quanto vômito?","09/07/2018"
"Santa Clarita Diet: Temporada 1: Será estranho ou desrespeitoso?","09/07/2018"
"Santa Clarita Diet: Temporada 1: Atenção aos detalhes","09/07/2018"
"Santa Clarita Diet: Temporada 1: Gente comendo gente","09/07/2018"
"Kiss Me First: Temporada 1: Alguma coisa ela fez","08/07/2018"
"Marlon: Temporada 1: Treinador Marlon","26/06/2018"
"Marlon: Temporada 1: Festa no hospital","26/06/2018"
"Marlon: Temporada 1: Surpresas","26/06/2018"
"Marlon: Temporada 1: Projeto crianças","26/06/2018"
"O Nevoeiro: Temporada 1: Piloto","26/06/2018"
"Marlon: Temporada 1: Ex com benefícios","25/06/2018"
"Marlon: Temporada 1: Garotos só querem uma coisa","25/06/2018"
"Marlon: Temporada 1: Limpeza geral","25/06/2018"
"Under the Dome: Temporada 3: A escuridão interior","24/06/2018"
"Under the Dome: Temporada 3: Força vital","24/06/2018"
"Under the Dome: Temporada 3: O amor é uma guerra","24/06/2018"
"Under the Dome: Temporada 3: Legado","24/06/2018"
"Under the Dome: Temporada 3: Plano B","24/06/2018"
"Under the Dome: Temporada 3: Colapso","24/06/2018"
"Under the Dome: Temporada 3: Ejecta","23/06/2018"
"Under the Dome: Temporada 3: Enjaulado","23/06/2018"
"Under the Dome: Temporada 3: Alasca","23/06/2018"
"Under the Dome: Temporada 3: A família","23/06/2018"
"Under the Dome: Temporada 3: Redux","23/06/2018"
"Marlon: Temporada 1: Piloto","22/06/2018"
"Criança Sabe Tudo com Carol Burnett: Temporada 1: Comunicação","22/06/2018"
"Criança Sabe Tudo com Carol Burnett: Temporada 1: Namoro","22/06/2018"
"Criança Sabe Tudo com Carol Burnett: Temporada 1: #cuidadospessoais","22/06/2018"
"Under the Dome: Temporada 3: Não sou","22/06/2018"
"Under the Dome: Temporada 3: Seguindo em frente","22/06/2018"
"Under the Dome: Temporada 2: Agora vai","22/06/2018"
"Under the Dome: Temporada 2: A virada","22/06/2018"
"Under the Dome: Temporada 2: Gelo negro","22/06/2018"
"Under the Dome: Temporada 2: A queda","22/06/2018"
"Under the Dome: Temporada 2: A porta vermelha","22/06/2018"
"Under the Dome: Temporada 2: Despertar","22/06/2018"
"Under the Dome: Temporada 2: Indo para casa","21/06/2018"
"Under the Dome: Temporada 2: Na escuridão","21/06/2018"
"Under the Dome: Temporada 2: Reconciliação","20/06/2018"
"Under the Dome: Temporada 2: Revelação","20/06/2018"
"Under the Dome: Temporada 2: Força maior","20/06/2018"
"Under the Dome: Temporada 2: Infestação","20/06/2018"
"Under the Dome: Temporada 2: Cabeças vão rolar","19/06/2018"
"Under the Dome: Temporada 1: E cai o pano","19/06/2018"
"Under the Dome: Temporada 1: Circunstâncias","19/06/2018"
"Under the Dome: Temporada 1: Falando no diabo","19/06/2018"
"Under the Dome: Temporada 1: Que comecem os jogos","19/06/2018"
"Under the Dome: Temporada 1: A quarta mão","19/06/2018"
"Under the Dome: Temporada 1: Laços de sangue","18/06/2018"
"Under the Dome: Temporada 1: Círculos imperfeitos","18/06/2018"
"Under the Dome: Temporada 1: Água","18/06/2018"
"Criança Sabe Tudo com Carol Burnett: Temporada 1: Casa","18/06/2018"
"Criança Sabe Tudo com Carol Burnett: Temporada 1: Casamento","16/06/2018"
"Criança Sabe Tudo com Carol Burnett: Temporada 1: Amor","16/06/2018"
"Criança Sabe Tudo com Carol Burnett: Temporada 1: Amizade","16/06/2018"
"Hello, My Twenties!: Temporada 1: Episódio 1","16/06/2018"
"Anne with an E: Temporada 1: Sua determinação dita seu destino","15/06/2018"
"Apenas um Show: Temporada 5: Episódio 1","15/06/2018"
"Under the Dome: Temporada 1: Fogo amigo","15/06/2018"
"Under the Dome: Temporada 1: Surto","15/06/2018"
"Under the Dome: Temporada 1: Perseguição","15/06/2018"
"Under the Dome: Temporada 1: Fogo","15/06/2018"
"Under the Dome: Temporada 1: Piloto","14/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 4: Kimmy encontra uma velha amiga","14/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 4: Kimmy e a Feera","14/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 4: Kimmy destrói o paradigma","14/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 4: Kimmy e o documentário sobre o baladeiro","13/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 4: Kimmy tem o fim de semana livre","13/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy morde cebolas!","12/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy pega um bonde de problemas!","12/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy dá um Google!","12/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy faz um grande assalto!","12/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy vai à igreja!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy resolve um quebra-cabeça!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy conhece o homem do tempo!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy é feminista!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy numa maré de azar!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy entra para a faculdade!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Nem a Kimmy salva!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Titus solta sua Beyoncé interior!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 3: Kimmy vai se separar?","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy encontra a mãe!","11/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy assiste ao pôr do sol!","10/06/2018"
"Rick and Morty: Temporada 1: Realidade Virtual","09/06/2018"
"Aggretsuko: Temporada 1: Parasita","09/06/2018"
"Aggretsuko: Temporada 1: Uma garota esforçada","09/06/2018"
"Aggretsuko: Temporada 1: Um dia na vida de Retsuko","09/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy conhece uma celebridade!","09/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy domina a raiva!","09/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy conhece uma alcoólatra!","08/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy se hospeda num hotel!","08/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy frequenta um bar!","08/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy vira motorista!","08/06/2018"
"Sense8: Temporada 1: Ressonância límbica","08/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy perde a esperança!","08/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy sequestra Gretchen!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy assiste a uma peça!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy vai brincar!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 2: Kimmy anda de patins!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy faz waffles!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy depõe em juízo!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy anda de bicicleta!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy faz uma triangulação!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy faz aniversário!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy encara a matemática!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy tem uma festa!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy vai à escola!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy dá um beijo!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy tem uma consulta!","07/06/2018"
"Unbreakable Kimmy Schmidt: Temporada 1: Kimmy tem um encontro!","07/06/2018"
"Black Mirror: Temporada 3: Versão de testes","06/06/2018"
"Suits: Temporada 1: Ossos do ofício","06/06/2018"
"Suits: Temporada 1: Fiança","06/06/2018"
"Suits: Temporada 1: Segredinhos sujos","05/06/2018"
"Suits: Temporada 1: Vantagens","05/06/2018"
"Suits: Temporada 1: Erros e omissões","05/06/2018"
"Suits: Temporada 1: Piloto: partes 1 e 2","05/06/2018"
"Safe: Temporada 1: Episódio 1","05/06/2018"
"The 100: Temporada 4: O peso da coroa","04/06/2018"
"The 100: Temporada 4: Ecos","04/06/2018"
"Van Helsing: Temporada 2: Salve-se quem puder","02/06/2018"
"Van Helsing: Temporada 2: Um lar","02/06/2018"
"Van Helsing: Temporada 2: Mordidas de amor","02/06/2018"
"Van Helsing: Temporada 2: Redenção","02/06/2018"
"Van Helsing: Temporada 2: Tudo de novo","02/06/2018"
"Day of the Dead: Bloodline","02/06/2018"
"Cargo","02/06/2018"
"Kakegurui: Temporada 1: Episódio 1","28/05/2018"
"Scorpion: Temporada 1: Piloto","28/05/2018"
"Orphan Black: Temporada 1: Condições da existência","26/05/2018"
"Orphan Black: Temporada 1: Seleção natural","26/05/2018"
"Quantico: Temporada 1: Corra","26/05/2018"
"Mob Psycho 100: Temporada 1: Ele continua sem ser popular","26/05/2018"
"Mob Psycho 100: Temporada 1: Descontrolado","26/05/2018"
"Mob Psycho 100: Temporada 1: Ataque surpresa","26/05/2018"
"Mob Psycho 100: Temporada 1: Vontade de destruição","26/05/2018"
"Mob Psycho 100: Temporada 1: Aberração","26/05/2018"
"Mob Psycho 100: Temporada 1: Laboratório do Despertar","24/05/2018"
"Mob Psycho 100: Temporada 1: A conclusão","24/05/2018"
"Mob Psycho 100: Temporada 1: Com péssima aparência","24/05/2018"
"Mob Psycho 100: Temporada 1: O dom","24/05/2018"
"Mob Psycho 100: Temporada 1: Colapso","24/05/2018"
"Mob Psycho 100: Temporada 1: Analise o local","24/05/2018"
"Touch: Temporada 1: Emaranhado","23/05/2018"
"Mob Psycho 100: Temporada 1: Quero ser popular","23/05/2018"
"Greenhouse Academy: Temporada 1: Piloto","17/05/2018"
"Vikings: Temporada 1: Ritos de passagem","10/05/2018"
"Touch: Temporada 1: Linhas de Pipa","10/05/2018"
"Touch: Temporada 1: Segurança em Números","10/05/2018"
"Touch: Temporada 1: 1 + 1 = 3","10/05/2018"
"Touch: Temporada 1: Conexões","09/05/2018"
"The Rain: Temporada 1: Confie em seus instintos","09/05/2018"
"The Rain: Temporada 1: Não fale com estranhos","09/05/2018"
"The Rain: Temporada 1: Mantenha seus amigos por perto","09/05/2018"
"The Rain: Temporada 1: Tenha fé","09/05/2018"
"The Rain: Temporada 1: Não confie em ninguém","08/05/2018"
"The Rain: Temporada 1: Evite a cidade","08/05/2018"
"The Rain: Temporada 1: Fiquem juntos","08/05/2018"
"The Rain: Temporada 1: Não saia","08/05/2018"
"Supernatural: Temporada 10: Episódio 1","03/05/2018"
"Supernatural: Temporada 9: Episódio 23","03/05/2018"
"Supernatural: Temporada 9: Episódio 22","03/05/2018"
"Supernatural: Temporada 9: Episódio 21","03/05/2018"
"Supernatural: Temporada 9: Episódio 18","03/05/2018"
"Supernatural: Temporada 9: Episódio 17","03/05/2018"
"Supernatural: Temporada 9: Episódio 16","02/05/2018"
"Supernatural: Temporada 9: Episódio 14","02/05/2018"
"Supernatural: Temporada 9: Episódio 13","02/05/2018"
"Supernatural: Temporada 9: Episódio 12","02/05/2018"
"Supernatural: Temporada 9: Episódio 11","01/05/2018"
"Supernatural: Temporada 9: Episódio 10","30/04/2018"
"Supernatural: Temporada 9: Episódio 9","30/04/2018"
"Supernatural: Temporada 9: Episódio 8","30/04/2018"
"Supernatural: Temporada 9: Episódio 7","30/04/2018"
"Supernatural: Temporada 9: Episódio 6","28/04/2018"
"Supernatural: Temporada 9: Episódio 5","28/04/2018"
"Supernatural: Temporada 9: Episódio 4","28/04/2018"
"Supernatural: Temporada 9: Episódio 3","28/04/2018"
"Supernatural: Temporada 9: Episódio 2","28/04/2018"
"Supernatural: Temporada 9: Episódio 1","28/04/2018"
"Supernatural: Temporada 8: Episódio 23","28/04/2018"
"Supernatural: Temporada 8: Episódio 22","28/04/2018"
"Supernatural: Temporada 8: Episódio 21","28/04/2018"
"Supernatural: Temporada 8: Episódio 20","28/04/2018"
"Supernatural: Temporada 8: Episódio 19","28/04/2018"
"Supernatural: Temporada 8: Episódio 18","28/04/2018"
"Supernatural: Temporada 8: Episódio 17","27/04/2018"
"Supernatural: Temporada 8: Episódio 16","27/04/2018"
"Supernatural: Temporada 8: Episódio 15","25/04/2018"
"Supernatural: Temporada 8: Episódio 14","25/04/2018"
"Supernatural: Temporada 8: Episódio 13","25/04/2018"
"Supernatural: Temporada 8: Episódio 12","24/04/2018"
"Supernatural: Temporada 8: Episódio 11","24/04/2018"
"La casa de papel: Parte 1: Episódio 7","12/04/2018"
"21 Thunder: Temporada 1: Piloto","12/04/2018"
"Supernatural: Temporada 8: Episódio 10","29/03/2018"
"Supernatural: Temporada 8: Episódio 9","29/03/2018"
"Supernatural: Temporada 8: Episódio 8","29/03/2018"
"Supernatural: Temporada 8: Episódio 7","29/03/2018"
"Supernatural: Temporada 8: Episódio 6","28/03/2018"
"Supernatural: Temporada 8: Episódio 5","28/03/2018"
"Supernatural: Temporada 8: Episódio 2","28/03/2018"
"Supernatural: Temporada 8: Episódio 1","27/03/2018"
"Supernatural: Temporada 7: Episódio 23","27/03/2018"
"Supernatural: Temporada 7: Episódio 22","27/03/2018"
"Supernatural: Temporada 7: Episódio 21","26/03/2018"
"Supernatural: Temporada 7: Episódio 20","26/03/2018"
"Supernatural: Temporada 7: Episódio 18","26/03/2018"
"Supernatural: Temporada 7: Episódio 17","26/03/2018"
"Supernatural: Temporada 7: Episódio 16","26/03/2018"
"Supernatural: Temporada 7: Episódio 15","26/03/2018"
"Supernatural: Temporada 7: Episódio 14","23/03/2018"
"Supernatural: Temporada 7: Episódio 13","23/03/2018"
"Supernatural: Temporada 7: Episódio 12","23/03/2018"
"Supernatural: Temporada 7: Episódio 11","22/03/2018"
"Supernatural: Temporada 7: Episódio 10","22/03/2018"
"Supernatural: Temporada 7: Episódio 9","22/03/2018"
"Supernatural: Temporada 7: Episódio 8","22/03/2018"
"Supernatural: Temporada 7: Episódio 6","21/03/2018"
"Supernatural: Temporada 7: Episódio 5","21/03/2018"
"Supernatural: Temporada 7: Episódio 4","21/03/2018"
"Supernatural: Temporada 7: Episódio 3","20/03/2018"
"Supernatural: Temporada 7: Episódio 2","20/03/2018"
"Supernatural: Temporada 7: Episódio 1","20/03/2018"
"Supernatural: Temporada 6: Episódio 22","20/03/2018"
"Supernatural: Temporada 6: Episódio 21","20/03/2018"
"Supernatural: Temporada 6: Episódio 20","19/03/2018"
"Supernatural: Temporada 1: Episódio 1","14/03/2018"
"Legion: Temporada 1: Capítulo 1","27/02/2018"
"Como treinar o seu dragão","27/02/2018"
"Van Helsing: Temporada 1: Socorro","27/02/2018"
"Rick and Morty: Temporada 2: Casamento intergaláctico","27/02/2018"
"Rick and Morty: Temporada 2: Olha quem está expurgando","27/02/2018"
"Rick and Morty: Temporada 2: TV interdimensional","27/02/2018"
"Rick and Morty: Temporada 2: Bateria esgotada","27/02/2018"
"Rick and Morty: Temporada 2: Planeta música","27/02/2018"
"Rick and Morty: Temporada 2: Parasitas invasores alienígenas","27/02/2018"
"Rick and Morty: Temporada 2: Assimilação autoerótica","27/02/2018"
"Rick and Morty: Temporada 2: Expresso da meia-noite","27/02/2018"
"Rick and Morty: Temporada 2: Fratura temporal","27/02/2018"
"Como treinar seu Dragão legends: Volume 1: Assistir às histórias de dragões da DreamWorks","27/02/2018"
"Dragões: Corrida até o Limite: Temporada 1: O olho do Dragão - Parte 1","27/02/2018"
"Os Jovens Titãs em Ação: Temporada 1: Sanduíche lendário / Amamos uma torta","27/02/2018"
"Rick and Morty: Temporada 1: Negócio arriscado","26/02/2018"
"Rick and Morty: Temporada 1: Uma loja do diabo","26/02/2018"
"Rick and Morty: Temporada 1: Realidade alternativa","26/02/2018"
"Rick and Morty: Temporada 1: O pequeno Gazorpazorp","26/02/2018"
"Rick and Morty: Temporada 1: A poção do Rick","26/02/2018"
"Rick and Morty: Temporada 1: A Revolta dos Meeseeks","26/02/2018"
